username,pesan,label,label_angka,case_folding,cleaning,hasil_stopwords,tweet_tokens,tweet_stemmer
@HelmiFelis_,"Kok JIS tiba-tiba dipermasalahkan?

Apakah karena JIS tidak standart FIFA? Bukan

JIS bukan standart FIFA? Ya, JIS standart elektabilitas

Makanya rezim puyeng mau hapus jejak Anies di JIS 

Kita tonton saja kebodohan mereka dengan bangun narasi renovasi atau apapun itu 

.",negatif,-1,"kok jis tiba-tiba dipermasalahkan?

apakah karena jis tidak standart fifa? bukan

jis bukan standart fifa? ya, jis standart elektabilitas

makanya rezim puyeng mau hapus jejak anies di jis 

kita tonton saja kebodohan mereka dengan bangun narasi renovasi atau apapun itu 

.",kok jis tibatiba dipermasalahkan apakah karena jis tidak standart fifa bukan jis bukan standart fifa ya jis standart elektabilitas makanya rezim puyeng mau hapus jejak anies di jis kita tonton saja kebodohan mereka dengan bangun narasi renovasi atau apapun itu,jis tibatiba dipermasalahkan jis standart fifa jis standart fifa jis standart elektabilitas puyeng hapus jejak anies jis tonton kebodohan bangun narasi renovasi apapun,"['jis', 'tibatiba', 'dipermasalahkan', 'jis', 'standart', 'fifa', 'jis', 'standart', 'fifa', 'jis', 'standart', 'elektabilitas', 'puyeng', 'hapus', 'jejak', 'anies', 'jis', 'tonton', 'kebodohan', 'bangun', 'narasi', 'renovasi', 'apapun']","['jis', 'tibatiba', 'masalah', 'jis', 'standart', 'fifa', 'jis', 'standart', 'fifa', 'jis', 'standart', 'elektabilitas', 'puyeng', 'hapus', 'jejak', 'anies', 'jis', 'tonton', 'bodoh', 'bangun', 'narasi', 'renovasi', 'apa']"
@RafliPadang,"Tetep aja renovasi (tauk di kerjain tau enggak ) kan mereka yg berkuasa , yg jelas tujuan ya menyudutkan Anies dengan kekuasaan , malu ???? itu mereka yang gak punya.",negatif,-1,"tetep aja renovasi (tauk di kerjain tau enggak ) kan mereka yg berkuasa , yg jelas tujuan ya menyudutkan anies dengan kekuasaan , malu ???? itu mereka yang gak punya.",tetep aja renovasi tauk di kerjain tau enggak kan mereka yg berkuasa yg jelas tujuan ya menyudutkan anies dengan kekuasaan malu itu mereka yang gak punya,tetep renovasi tauk kerjain berkuasa tujuan menyudutkan anies kekuasaan malu,"['tetep', 'renovasi', 'tauk', 'kerjain', 'berkuasa', 'tujuan', 'menyudutkan', 'anies', 'kekuasaan', 'malu']","['tetep', 'renovasi', 'tauk', 'kerjain', 'kuasa', 'tuju', 'sudut', 'anies', 'kuasa', 'malu']"
@poodiejeje,Anies sukses dalam mengurangi kemacetan di ibu kota melalui pengembangan transportasi massal,positif,1,anies sukses dalam mengurangi kemacetan di ibu kota melalui pengembangan transportasi massal,anies sukses dalam mengurangi kemacetan di ibu kota melalui pengembangan transportasi massal,anies sukses mengurangi kemacetan kota pengembangan transportasi massal,"['anies', 'sukses', 'mengurangi', 'kemacetan', 'kota', 'pengembangan', 'transportasi', 'massal']","['anies', 'sukses', 'kurang', 'macet', 'kota', 'kembang', 'transportasi', 'massal']"
@streetlawyers85,"Heran aja penjilat anies, apa dipikirnya JIS itu punya 
@aniesbaswedan
. Itu aset negara, skrg negara mau benahi ngak perlu ngamuk2. Syukur2 kekurangan itu tdk dilaporkan ke 
@KPK_RI
 apalagi sdh habiskan anggaran 5T tapi tdk bisa digunakan. Kalau JIS masuk jg KPK terlalu byk kasus.",negatif,-1,"heran aja penjilat anies, apa dipikirnya jis itu punya 
@aniesbaswedan
. itu aset negara, skrg negara mau benahi ngak perlu ngamuk2. syukur2 kekurangan itu tdk dilaporkan ke 
@kpk_ri
 apalagi sdh habiskan anggaran 5t tapi tdk bisa digunakan. kalau jis masuk jg kpk terlalu byk kasus.",heran aja penjilat anies apa dipikirnya jis itu punya itu aset negara skrg negara mau benahi ngak perlu ngamuk syukur kekurangan itu tdk dilaporkan ke ri apalagi sdh habiskan anggaran  tapi tdk bisa digunakan kalau jis masuk jg kpk terlalu byk kasus,heran anies dipikirnya jis aset negara negara benahi ngamuk syukur kekurangan dilaporkan ri habiskan anggaran jis masuk kpk byk,"['heran', 'anies', 'dipikirnya', 'jis', 'aset', 'negara', 'negara', 'benahi', 'ngamuk', 'syukur', 'kekurangan', 'dilaporkan', 'ri', 'habiskan', 'anggaran', 'jis', 'masuk', 'kpk', 'byk']","['heran', 'anies', 'pikir', 'jis', 'aset', 'negara', 'negara', 'benah', 'ngamuk', 'syukur', 'kurang', 'lapor', 'ri', 'habis', 'anggar', 'jis', 'masuk', 'kpk', 'byk']"
@AnsyariNasrull2,"Paling Pura2 Menyinggung Abu Janda Yg Kini Mendukung Pak Prabowo, Ehm Tapi Tdk Semudah Itu Gue Percaya Loe2 Berdua Itu Berpecah Agar Yg Lain Terkecoh.
Bagi Gue Loe2 Berdua Ttp Setali Dua Uang Yg Hrs Mempertanggungjwbkan Ulah2 Kalian Yg Byk Memakan Korban Sblmx Yg Loe-2 Fitnah ",negatif,-1,"paling pura2 menyinggung abu janda yg kini mendukung pak prabowo, ehm tapi tdk semudah itu gue percaya loe2 berdua itu berpecah agar yg lain terkecoh.
bagi gue loe2 berdua ttp setali dua uang yg hrs mempertanggungjwbkan ulah2 kalian yg byk memakan korban sblmx yg loe-2 fitnah ",paling pura menyinggung abu janda yg kini mendukung pak prabowo ehm tapi tdk semudah itu gue percaya loe berdua itu berpecah agar yg lain terkecoh bagi gue loe berdua ttp setali dua uang yg hrs mempertanggungjwbkan ulah kalian yg byk memakan korban sblmx yg loe fitnah,pura menyinggung abu janda mendukung prabowo ehm semudah percaya berdua berpecah terkecoh berdua ttp setali uang hrs mempertanggungjwbkan ulah byk memakan korban sblmx fitnah,"['pura', 'menyinggung', 'abu', 'janda', 'mendukung', 'prabowo', 'ehm', 'semudah', 'percaya', 'berdua', 'berpecah', 'terkecoh', 'berdua', 'ttp', 'setali', 'uang', 'hrs', 'mempertanggungjwbkan', 'ulah', 'byk', 'memakan', 'korban', 'sblmx', 'fitnah']","['pura', 'singgung', 'abu', 'janda', 'dukung', 'prabowo', 'ehm', 'mudah', 'percaya', 'dua', 'pecah', 'kecoh', 'dua', 'ttp', 'setal', 'uang', 'hrs', 'mempertanggungjwbkan', 'ulah', 'byk', 'makan', 'korban', 'sblmx', 'fitnah']"
@ch_chotimah2,"Membiarkan Nasdem dikabinet pdhl sdh mendukung Anies.
Membiarkan prabowo memanfaatkan nama dan fotonya pdhl partainya mencalonkan Ganjar.

Knp pak Jokowi melakukan itu?
Biar seluruh rakyat Indonesia tau betapa ga tau malunya lawan politik Jokowi selama ini, seperti dulu PAN, sdh… Show more",negatif,-1,"membiarkan nasdem dikabinet pdhl sdh mendukung anies.
membiarkan prabowo memanfaatkan nama dan fotonya pdhl partainya mencalonkan ganjar.

knp pak jokowi melakukan itu?
biar seluruh rakyat indonesia tau betapa ga tau malunya lawan politik jokowi selama ini, seperti dulu pan, sdh… show more",membiarkan nasdem dikabinet pdhl sdh mendukung anies membiarkan prabowo memanfaatkan nama dan fotonya pdhl partainya mencalonkan ganjar knp pak jokowi melakukan itu biar seluruh rakyat indonesia tau betapa ga tau malunya lawan politik jokowi selama ini seperti dulu pan sdh show more,membiarkan nasdem dikabinet mendukung anies membiarkan prabowo memanfaatkan nama fotonya partainya mencalonkan ganjar jokowi rakyat indonesia betapa malunya lawan politik jokowi pan show more,"['membiarkan', 'nasdem', 'dikabinet', 'mendukung', 'anies', 'membiarkan', 'prabowo', 'memanfaatkan', 'nama', 'fotonya', 'partainya', 'mencalonkan', 'ganjar', 'jokowi', 'rakyat', 'indonesia', 'betapa', 'malunya', 'lawan', 'politik', 'jokowi', 'pan', 'show', 'more']","['biar', 'nasdem', 'kabinet', 'dukung', 'anies', 'biar', 'prabowo', 'manfaat', 'nama', 'foto', 'partai', 'calon', 'ganjar', 'jokowi', 'rakyat', 'indonesia', 'betapa', 'malu', 'lawan', 'politik', 'jokowi', 'pan', 'show', 'more']"
@tembefm,Pak Anies sukses menjalankan program kerja nya dgn hasil yg nyata ya,positif,1,pak anies sukses menjalankan program kerja nya dgn hasil yg nyata ya,pak anies sukses menjalankan program kerja nya dgn hasil yg nyata ya,anies sukses menjalankan program kerja hasil nyata,"['anies', 'sukses', 'menjalankan', 'program', 'kerja', 'hasil', 'nyata']","['anies', 'sukses', 'jalan', 'program', 'kerja', 'hasil', 'nyata']"
@scraspe,Anies tekun berkiprah di dunia pendidikan,positif,1,anies tekun berkiprah di dunia pendidikan,anies tekun berkiprah di dunia pendidikan,anies tekun berkiprah dunia pendidikan,"['anies', 'tekun', 'berkiprah', 'dunia', 'pendidikan']","['anies', 'tekun', 'kiprah', 'dunia', 'didik']"
@fenjuls,Pak Anies ahli sebagai pemimpin karena pengalamannya,positif,1,pak anies ahli sebagai pemimpin karena pengalamannya,pak anies ahli sebagai pemimpin karena pengalamannya,anies ahli pemimpin pengalamannya,"['anies', 'ahli', 'pemimpin', 'pengalamannya']","['anies', 'ahli', 'pimpin', 'alam']"
@NuelMend,"Tuyul Ancol muncul lagi, pendukung Anies yang sok hebat dan sok ngerti.",negatif,-1,"tuyul ancol muncul lagi, pendukung anies yang sok hebat dan sok ngerti.",tuyul ancol muncul lagi pendukung anies yang sok hebat dan sok ngerti,tuyul ancol muncul pendukung anies sok hebat sok ngerti,"['tuyul', 'ancol', 'muncul', 'pendukung', 'anies', 'sok', 'hebat', 'sok', 'ngerti']","['tuyul', 'ancol', 'muncul', 'dukung', 'anies', 'sok', 'hebat', 'sok', 'ngerti']"
@scraspe,Pak Anies peduli nasib kaum marjinal loh,positif,1,pak anies peduli nasib kaum marjinal loh,pak anies peduli nasib kaum marjinal loh,anies peduli nasib kaum marjinal,"['anies', 'peduli', 'nasib', 'kaum', 'marjinal']","['anies', 'peduli', 'nasib', 'kaum', 'marjinal']"
@HelmiFelis_,"Kok JIS tiba-tiba dipermasalahkan?

Apakah karena JIS tidak standart FIFA? Bukan

JIS bukan standart FIFA? Ya, JIS standart elektabilitas

Makanya rezim puyeng mau hapus jejak Anies di JIS 

Kita tonton saja kebodohan mereka dengan bangun narasi renovasi atau apapun itu 

.",negatif,-1,"kok jis tiba-tiba dipermasalahkan?

apakah karena jis tidak standart fifa? bukan

jis bukan standart fifa? ya, jis standart elektabilitas

makanya rezim puyeng mau hapus jejak anies di jis 

kita tonton saja kebodohan mereka dengan bangun narasi renovasi atau apapun itu 

.",kok jis tibatiba dipermasalahkan apakah karena jis tidak standart fifa bukan jis bukan standart fifa ya jis standart elektabilitas makanya rezim puyeng mau hapus jejak anies di jis kita tonton saja kebodohan mereka dengan bangun narasi renovasi atau apapun itu,jis tibatiba dipermasalahkan jis standart fifa jis standart fifa jis standart elektabilitas puyeng hapus jejak anies jis tonton kebodohan bangun narasi renovasi apapun,"['jis', 'tibatiba', 'dipermasalahkan', 'jis', 'standart', 'fifa', 'jis', 'standart', 'fifa', 'jis', 'standart', 'elektabilitas', 'puyeng', 'hapus', 'jejak', 'anies', 'jis', 'tonton', 'kebodohan', 'bangun', 'narasi', 'renovasi', 'apapun']","['jis', 'tibatiba', 'masalah', 'jis', 'standart', 'fifa', 'jis', 'standart', 'fifa', 'jis', 'standart', 'elektabilitas', 'puyeng', 'hapus', 'jejak', 'anies', 'jis', 'tonton', 'bodoh', 'bangun', 'narasi', 'renovasi', 'apa']"
@Langgen27393109,"Gobloknya makin kwadrat, kan stadionnya buka tutup,jd aman, tolol koq di pelihara. Dari awal PKI rwborn emang gk suka Anies!!!!!",negatif,-1,"gobloknya makin kwadrat, kan stadionnya buka tutup,jd aman, tolol koq di pelihara. dari awal pki rwborn emang gk suka anies!!!!!",gobloknya makin kwadrat kan stadionnya buka tutupjd aman tolol koq di pelihara dari awal pki rwborn emang gk suka anies,gobloknya kwadrat stadionnya buka tutupjd aman tolol koq pelihara pki rwborn suka anies,"['gobloknya', 'kwadrat', 'stadionnya', 'buka', 'tutupjd', 'aman', 'tolol', 'koq', 'pelihara', 'pki', 'rwborn', 'suka', 'anies']","['goblok', 'kwadrat', 'stadion', 'buka', 'tutupjd', 'aman', 'tolol', 'koq', 'pelihara', 'pki', 'rwborn', 'suka', 'anies']"
@ekapuput88,Pak Anies sukses mensejahterakan masyarakat Jakarta,positif,1,pak anies sukses mensejahterakan masyarakat jakarta,pak anies sukses mensejahterakan masyarakat jakarta,anies sukses mensejahterakan masyarakat jakarta,"['anies', 'sukses', 'mensejahterakan', 'masyarakat', 'jakarta']","['anies', 'sukses', 'sejahtera', 'masyarakat', 'jakarta']"
@carboxcarbo,Pak Anies sukses membawa perubahan bagi Jakarta,positif,1,pak anies sukses membawa perubahan bagi jakarta,pak anies sukses membawa perubahan bagi jakarta,anies sukses membawa perubahan jakarta,"['anies', 'sukses', 'membawa', 'perubahan', 'jakarta']","['anies', 'sukses', 'bawa', 'ubah', 'jakarta']"
@mohamme72844721,"Santai saja.
Masalahnya bukan itu.
JIS itu jauh lebih baik daripada GBK dan GBT.apalagi Manahan Solo dan Pakansari.
Masalahnya hanya satu,kenapa JIS yang mau di renovasi????
Stadion lain yang jelek2 kan buuuanyak.
Apa kalau bukan ada unsur politisasi melawan Anies Baswedan?.",negatif,-1,"santai saja.
masalahnya bukan itu.
jis itu jauh lebih baik daripada gbk dan gbt.apalagi manahan solo dan pakansari.
masalahnya hanya satu,kenapa jis yang mau di renovasi????
stadion lain yang jelek2 kan buuuanyak.
apa kalau bukan ada unsur politisasi melawan anies baswedan?.",santai saja masalahnya bukan itu jis itu jauh lebih baik daripada gbk dan gbtapalagi manahan solo dan pakansari masalahnya hanya satukenapa jis yang mau di renovasi stadion lain yang jelek kan buuuanyak apa kalau bukan ada unsur politisasi melawan anies baswedan,santai jis gbk gbtapalagi manahan solo pakansari satukenapa jis renovasi stadion jelek buuuanyak unsur politisasi melawan anies baswedan,"['santai', 'jis', 'gbk', 'gbtapalagi', 'manahan', 'solo', 'pakansari', 'satukenapa', 'jis', 'renovasi', 'stadion', 'jelek', 'buuuanyak', 'unsur', 'politisasi', 'melawan', 'anies', 'baswedan']","['santai', 'jis', 'gbk', 'gbtapalagi', 'manah', 'solo', 'pakansari', 'satukenapa', 'jis', 'renovasi', 'stadion', 'jelek', 'buuuanyak', 'unsur', 'politisasi', 'lawan', 'anies', 'baswedan']"
@Ulfikusumaa,Sosok pemimpin seperti Anies peduli kepada lingkungan,positif,1,sosok pemimpin seperti anies peduli kepada lingkungan,sosok pemimpin seperti anies peduli kepada lingkungan,sosok pemimpin anies peduli lingkungan,"['sosok', 'pemimpin', 'anies', 'peduli', 'lingkungan']","['sosok', 'pimpin', 'anies', 'peduli', 'lingkung']"
@saya_rya,"Dari sekarang aja udah keliatan curang dan culas nya mereka, gpp teruskan aja, Tuhan ga tidur, shalawat asyghil sedang bekerja, insyaallah Pak Anies Presiden 2024",negatif,-1,"dari sekarang aja udah keliatan curang dan culas nya mereka, gpp teruskan aja, tuhan ga tidur, shalawat asyghil sedang bekerja, insyaallah pak anies presiden 2024",dari sekarang aja udah keliatan curang dan culas nya mereka gpp teruskan aja tuhan ga tidur shalawat asyghil sedang bekerja insyaallah pak anies presiden,keliatan curang culas teruskan tuhan tidur shalawat asyghil insyaallah anies presiden,"['keliatan', 'curang', 'culas', 'teruskan', 'tuhan', 'tidur', 'shalawat', 'asyghil', 'insyaallah', 'anies', 'presiden']","['liat', 'curang', 'culas', 'terus', 'tuhan', 'tidur', 'shalawat', 'asyghil', 'insyaallah', 'anies', 'presiden']"
@vergrld,Anies sukses mensejahterakan para rakyatnya ya,positif,1,anies sukses mensejahterakan para rakyatnya ya,anies sukses mensejahterakan para rakyatnya ya,anies sukses mensejahterakan rakyatnya,"['anies', 'sukses', 'mensejahterakan', 'rakyatnya']","['anies', 'sukses', 'sejahtera', 'rakyat']"
@bachrum_achmadi,"Campakkan itu hsl survei berbayar. Kita belajar dr Pilkada DKI Jkrt sdh ckp sbgai fakta. Mknya mrk sngt kuatir Anies maju pilpres.

Dulu muncung para surveyor itu berlomba2 jagokan Ahok-Djarot. Bgitu Ahok-Djarot keok mrk ngeles macam2. 

Telek kebolah sama klen! ",positif,1,"campakkan itu hsl survei berbayar. kita belajar dr pilkada dki jkrt sdh ckp sbgai fakta. mknya mrk sngt kuatir anies maju pilpres.

dulu muncung para surveyor itu berlomba2 jagokan ahok-djarot. bgitu ahok-djarot keok mrk ngeles macam2. 

telek kebolah sama klen! ",campakkan itu hsl survei berbayar kita belajar dr pilkada dki jkrt sdh ckp sbgai fakta mknya mrk sngt kuatir anies maju pilpres dulu muncung para surveyor itu berlomba jagokan ahokdjarot bgitu ahokdjarot keok mrk ngeles macam telek kebolah sama klen,campakkan hsl survei berbayar belajar dr pilkada dki jkrt ckp sbgai fakta mknya mrk sngt kuatir anies maju pilpres muncung surveyor berlomba jagokan ahokdjarot bgitu ahokdjarot keok mrk ngeles telek kebolah klen,"['campakkan', 'hsl', 'survei', 'berbayar', 'belajar', 'dr', 'pilkada', 'dki', 'jkrt', 'ckp', 'sbgai', 'fakta', 'mknya', 'mrk', 'sngt', 'kuatir', 'anies', 'maju', 'pilpres', 'muncung', 'surveyor', 'berlomba', 'jagokan', 'ahokdjarot', 'bgitu', 'ahokdjarot', 'keok', 'mrk', 'ngeles', 'telek', 'kebolah', 'klen']","['campak', 'hsl', 'survei', 'bayar', 'ajar', 'dr', 'pilkada', 'dki', 'jkrt', 'ckp', 'sbgai', 'fakta', 'mknya', 'mrk', 'sngt', 'kuatir', 'anies', 'maju', 'pilpres', 'muncung', 'surveyor', 'lomba', 'jago', 'ahokdjarot', 'bgitu', 'ahokdjarot', 'keok', 'mrk', 'ngeles', 'telek', 'kebo', 'klen']"
@aewin86,"Nanti diplintir lagi, BURO Happold ditekan Pemerintah untuk menjegal ANIES.

Gelo kabeh.",negatif,-1,"nanti diplintir lagi, buro happold ditekan pemerintah untuk menjegal anies.

gelo kabeh.",nanti diplintir lagi buro happold ditekan pemerintah untuk menjegal anies gelo kabeh,diplintir buro happold ditekan pemerintah menjegal anies gelo kabeh,"['diplintir', 'buro', 'happold', 'ditekan', 'pemerintah', 'menjegal', 'anies', 'gelo', 'kabeh']","['diplintir', 'buro', 'happold', 'tekan', 'perintah', 'jegal', 'anies', 'gelo', 'kabeh']"
@neckleot,Anies tekun menanam kebaikan di mana pun berada,positif,1,anies tekun menanam kebaikan di mana pun berada,anies tekun menanam kebaikan di mana pun berada,anies tekun menanam kebaikan,"['anies', 'tekun', 'menanam', 'kebaikan']","['anies', 'tekun', 'tanam', 'baik']"
@saiank_adek,Pak Anies sukses menggelar Formula E pertama di Indonesia,positif,1,pak anies sukses menggelar formula e pertama di indonesia,pak anies sukses menggelar formula  pertama di indonesia,anies sukses menggelar formula indonesia,"['anies', 'sukses', 'menggelar', 'formula', 'indonesia']","['anies', 'sukses', 'gelar', 'formula', 'indonesia']"
@HHED1970,"Modusnya kan ini. Tanda tangani prasasti. 
Gantikan nama Anies RB.",netral,0,"modusnya kan ini. tanda tangani prasasti. 
gantikan nama anies rb.",modusnya kan ini tanda tangani prasasti gantikan nama anies rb,modusnya tanda tangani prasasti gantikan nama anies rb,"['modusnya', 'tanda', 'tangani', 'prasasti', 'gantikan', 'nama', 'anies', 'rb']","['modus', 'tanda', 'tangan', 'prasasti', 'ganti', 'nama', 'anies', 'rb']"
@BosPurwa,"Ingpo yang gw dengar..
Anies Baswedan akan dipanggil kejaksaan/kejagung sepulangnya dari Arab Saudi terkait kasus bansos

Mudah2an gak bener berita itu.",negatif,-1,"ingpo yang gw dengar..
anies baswedan akan dipanggil kejaksaan/kejagung sepulangnya dari arab saudi terkait kasus bansos

mudah2an gak bener berita itu.",ingpo yang gw dengar anies baswedan akan dipanggil kejaksaankejagung sepulangnya dari arab saudi terkait kasus bansos mudahan gak bener berita itu,ingpo dengar anies baswedan dipanggil kejaksaankejagung sepulangnya arab saudi terkait bansos mudahan bener berita,"['ingpo', 'dengar', 'anies', 'baswedan', 'dipanggil', 'kejaksaankejagung', 'sepulangnya', 'arab', 'saudi', 'terkait', 'bansos', 'mudahan', 'bener', 'berita']","['ingpo', 'dengar', 'anies', 'baswedan', 'panggil', 'kejaksaankejagung', 'pulang', 'arab', 'saudi', 'kait', 'bansos', 'mudah', 'bener', 'berita']"
@JarnasABWBpn,"Gen Z pilih Pemimpin yang pandai pidato dan mengeksekusinya.

Jakarta International Stadium contoh nyata, gubernur-gubernur sebelumnya sulit mewujudkannya, Anies mengeksekusinya dengan smooth ",positif,1,"gen z pilih pemimpin yang pandai pidato dan mengeksekusinya.

jakarta international stadium contoh nyata, gubernur-gubernur sebelumnya sulit mewujudkannya, anies mengeksekusinya dengan smooth ",gen  pilih pemimpin yang pandai pidato dan mengeksekusinya jakarta international stadium contoh nyata gubernurgubernur sebelumnya sulit mewujudkannya anies mengeksekusinya dengan smooth,gen pilih pemimpin pandai pidato mengeksekusinya jakarta international stadium contoh nyata gubernurgubernur sulit mewujudkannya anies mengeksekusinya smooth,"['gen', 'pilih', 'pemimpin', 'pandai', 'pidato', 'mengeksekusinya', 'jakarta', 'international', 'stadium', 'contoh', 'nyata', 'gubernurgubernur', 'sulit', 'mewujudkannya', 'anies', 'mengeksekusinya', 'smooth']","['gen', 'pilih', 'pimpin', 'pandai', 'pidato', 'eksekusi', 'jakarta', 'international', 'stadium', 'contoh', 'nyata', 'gubernurgubernur', 'sulit', 'wujud', 'anies', 'eksekusi', 'smooth']"
@arya_dhena,"Ada komen atau skrg hy gambar saja? Jd siapa penipu nya? Blm di jwb. Yg hy memperbaiki biar bs di gunakan Pildun atau yg beli rumput di Boyolali? Fakta itu muncul dg sendirinya. 
@aniesbaswedan
 
@erickthohir
  ternyata pak anies ngaku pak beli rumput di boyolali.cek RAB 
@KPK_RI",positif,1,"ada komen atau skrg hy gambar saja? jd siapa penipu nya? blm di jwb. yg hy memperbaiki biar bs di gunakan pildun atau yg beli rumput di boyolali? fakta itu muncul dg sendirinya. 
@aniesbaswedan
 
@erickthohir
  ternyata pak anies ngaku pak beli rumput di boyolali.cek rab 
@kpk_ri",ada komen atau skrg hy gambar saja jd siapa penipu nya blm di jwb yg hy memperbaiki biar bs di gunakan pildun atau yg beli rumput di boyolali fakta itu muncul dg sendirinya ternyata pak anies ngaku pak beli rumput di boyolalicek rab ri,komen hy gambar penipu blm jwb hy memperbaiki bs pildun beli rumput boyolali fakta muncul anies ngaku beli rumput boyolalicek rab ri,"['komen', 'hy', 'gambar', 'penipu', 'blm', 'jwb', 'hy', 'memperbaiki', 'bs', 'pildun', 'beli', 'rumput', 'boyolali', 'fakta', 'muncul', 'anies', 'ngaku', 'beli', 'rumput', 'boyolalicek', 'rab', 'ri']","['komen', 'hy', 'gambar', 'tipu', 'blm', 'jwb', 'hy', 'baik', 'bs', 'pildun', 'beli', 'rumput', 'boyolali', 'fakta', 'muncul', 'anies', 'ngaku', 'beli', 'rumput', 'boyolalicek', 'rab', 'ri']"
@coozixl,Pak Anies ahli dalam berkomunikasi,positif,1,pak anies ahli dalam berkomunikasi,pak anies ahli dalam berkomunikasi,anies ahli berkomunikasi,"['anies', 'ahli', 'berkomunikasi']","['anies', 'ahli', 'komunikasi']"
@opaswifey,Anies sukses memperjuangkan hak-hak semua kalangan loh,positif,1,anies sukses memperjuangkan hak-hak semua kalangan loh,anies sukses memperjuangkan hakhak semua kalangan loh,anies sukses memperjuangkan hakhak kalangan,"['anies', 'sukses', 'memperjuangkan', 'hakhak', 'kalangan']","['anies', 'sukses', 'juang', 'hakhak', 'kalang']"
,Pak Anies ahli menangani masalah di Jakarta,netral,0,pak anies ahli menangani masalah di jakarta,pak anies ahli menangani masalah di jakarta,anies ahli menangani jakarta,"['anies', 'ahli', 'menangani', 'jakarta']","['anies', 'ahli', 'tangan', 'jakarta']"
@purw73,"Anies Baswedan sang cucu pahlawan Nasional Indonesia membangun JIS u Persija , karya  % anak bangsa tanpa ngutang.",positif,1,"anies baswedan sang cucu pahlawan nasional indonesia membangun jis u persija , karya  % anak bangsa tanpa ngutang.",anies baswedan sang cucu pahlawan nasional indonesia membangun jis  persija karya anak bangsa tanpa ngutang,anies baswedan sang cucu pahlawan nasional indonesia membangun jis persija karya anak bangsa ngutang,"['anies', 'baswedan', 'sang', 'cucu', 'pahlawan', 'nasional', 'indonesia', 'membangun', 'jis', 'persija', 'karya', 'anak', 'bangsa', 'ngutang']","['anies', 'baswedan', 'sang', 'cucu', 'pahlawan', 'nasional', 'indonesia', 'bangun', 'jis', 'persija', 'karya', 'anak', 'bangsa', 'ngutang']"
@Kanseulir,"Kelen Mau Indonesia Seperti Apa? 
Jakarta? Pilih Anies! - Retweet
Jateng? Pilih Ganjar! - Like",positif,1,"kelen mau indonesia seperti apa? 
jakarta? pilih anies! - retweet
jateng? pilih ganjar! - like",kelen mau indonesia seperti apa jakarta pilih anies retweet jateng pilih ganjar like,kelen indonesia jakarta pilih anies retweet jateng pilih ganjar like,"['kelen', 'indonesia', 'jakarta', 'pilih', 'anies', 'retweet', 'jateng', 'pilih', 'ganjar', 'like']","['kelen', 'indonesia', 'jakarta', 'pilih', 'anies', 'retweet', 'jateng', 'pilih', 'ganjar', 'like']"
@tembefm,Pak Anies sukses menjalankan program kerja nya dgn hasil yg nyata ya,positif,1,pak anies sukses menjalankan program kerja nya dgn hasil yg nyata ya,pak anies sukses menjalankan program kerja nya dgn hasil yg nyata ya,anies sukses menjalankan program kerja hasil nyata,"['anies', 'sukses', 'menjalankan', 'program', 'kerja', 'hasil', 'nyata']","['anies', 'sukses', 'jalan', 'program', 'kerja', 'hasil', 'nyata']"
@bantdip,"Lu pada tolol yang dukung anies,prabowo,ganjar,jokowi dan partai partai sampe segitunya. Mereka aja dateng ke lu pada pas mau pemilu doang, mereka aja gaakan peduli lu mau mati kesengat lebah kek atau apalah. Lupada di sosmed saling hina, saling menjatuhkan",netral,0,"lu pada tolol yang dukung anies,prabowo,ganjar,jokowi dan partai partai sampe segitunya. mereka aja dateng ke lu pada pas mau pemilu doang, mereka aja gaakan peduli lu mau mati kesengat lebah kek atau apalah. lupada di sosmed saling hina, saling menjatuhkan",lu pada tolol yang dukung aniesprabowoganjarjokowi dan partai partai sampe segitunya mereka aja dateng ke lu pada pas mau pemilu doang mereka aja gaakan peduli lu mau mati kesengat lebah kek atau apalah lupada di sosmed saling hina saling menjatuhkan,tolol dukung aniesprabowoganjarjokowi partai partai segitunya dateng pas pemilu gaakan peduli mati kesengat lebah apalah lupada sosmed hina menjatuhkan,"['tolol', 'dukung', 'aniesprabowoganjarjokowi', 'partai', 'partai', 'segitunya', 'dateng', 'pas', 'pemilu', 'gaakan', 'peduli', 'mati', 'kesengat', 'lebah', 'apalah', 'lupada', 'sosmed', 'hina', 'menjatuhkan']","['tolol', 'dukung', 'aniesprabowoganjarjokowi', 'partai', 'partai', 'segitunya', 'dateng', 'pas', 'milu', 'gaakan', 'peduli', 'mati', 'sengat', 'lebah', 'apa', 'lupada', 'sosmed', 'hina', 'jatuh']"
